Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Mimic Ink,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mimicloak,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mini Magmin Mortar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Miniature Mage's Magic Hand,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mithral Beast Charms,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonlighter's Masquerade,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonwick Candle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Ghost Candle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mousetrap Explosive,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Necromancer's Cuff,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Night Owl's Half-Moon Spectacles,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nimblewrap Roll,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
No-Stones,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ogramau's Glass Eye,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Otyugh Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Overseer's Spade,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pack of Levibubble Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pact Card,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pegasus Quill,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pendant of Thieves Sight,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Peppermince Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Petal Dancer Ward,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pipe of the Mermaid,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pocket Poppet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pollinator Pants,Wondrous Item,"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Pollinator Visor,Wondrous Item,"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Dragon's Breath,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pouch of Mephit Marbles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Powergem Pommel,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prized Pet Protector,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Punchdrunk Fisticuffs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Radiant Quiver,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Raider's Hat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rat King Crown,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rat King Sphere,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Raven's Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ravenheart's Origami Ravens,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rejuvenating Bandage,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ribbon of Tongue-Tying,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ringmaster's Cape,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ringmaster's Top Hat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Robe of the Altruist,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rocborne Robe,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sahuagin Sabatons,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Satchel of Beast Chow,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scabbard of Piety,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scarab Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scholars Cap,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scuttling Sping,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sea Serpent Hairpin,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seafarer's Whistle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seafarers Jacket,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Seal of Approvals,Wondrous Item,,,GSB,,,,,,,,,,,,,,,,,,,,,
Second Fiddle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seeker's Compass,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seers Starlight Cloak,Wondrous Item,"Yes-Cleric, Druid, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Seige Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpent's Cuff,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpentine Horn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Servitude Choker,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Set of Numats Trick Tubes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadow Ink,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadow Weaver's Guise,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Shielding Turtle Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silken Socks of Slickening,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Eagle Acolyte Robe,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Lycan Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sir Varion's Helm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sir Varion's Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sirensong Silencer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Slippers of the Rat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Snake Charmer's Flute,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Snow Silver,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Socks of the Well Rested,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sorcery Marble,Wondrous Item,Yes- Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellwoven Robes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit-Shaking Salt,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stardust Hat,Wondrous Item,"Yes-Druid, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Starlit Candle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Static-Ridden Fleece,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stone Soldier,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stonemason's Companion,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stuffy Familiar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Surprise Nesting Dolls,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Survivalist's Wayfinder,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Switcheroo Cups,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tethervine Quiver,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Third Eye Trinoculars,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Third Lung Bag,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Third Lung Bag,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Thomas' Dimensional Trousers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tickling Feather,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tidal Fan,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tiger Gloves,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Titan Cricket Greaves,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Toadstone,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Toadstool Veil,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tome of Dreams,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tongue Twisty Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trap Sweeper,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trapper's Bag,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Treblecuff,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trench Totem,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trick Knot,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tub of Churning and Fermentation,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Twin Lenses,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Unicorn Snugglebeast,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Unstable Arkanite Cluster,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vain Virtuoso's Violin,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Viper Bracers,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Waterskin of Voices,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Whistle of Dog Command,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Widow's Perfume Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Windswept Kite,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wisp Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wizard's Cards,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wraith's Circlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyvernsting Scabbard,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Xorn Eye Coin,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Robe of the Underbrush,Wondrous Item,"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Holy Eclipse,Weapon (any axe),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Bracelet of the Centipede,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Slowdown Tape,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blast Javelin,Weapon (javelin),No,,GSB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Ammunition,Weapon,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Amulet of Health,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Armor,Armor,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Armor of Resistance,Armor,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Armor of Vulnerability,Armor,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Arrow-Catching Shield,Armor,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Bag of Beans,Wondrous Item,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Bane Weapon,Weapon,Attunement,"B+4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Bead of Force,Wondrous Item,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Belt of Dwarvenkind,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Belt of Giant Strength,Wondrous Item,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Berserker Axe,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Boots of Levitation,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Boots of Speed,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Bowl of Commanding Water Elementals,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Bracers of Defense,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Brazier of Commanding Fire Elementals,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Brooch of the Elements,Wondrous Item,Attunement,"4,000 GP",NF,,,,,,,,,,,,,,,,,,,,,
Cape of the Mountebank,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Censer of Controlling Air Elementals,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Channeling Wand,Wand,Attunement,4000 GP,EB,,,,,,,,,,,,,,,,,,,,,
Chime of Opening,Wondrous Item,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Cloak of Displacement,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Cloak of the Bat,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Coat of Manty Eyes,Armor,Attunement,B+4000 GP,EB,,,,,,,,,,,,,,,,,,,,,
Cube of Force,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Cube of Summoning,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Daern's Instant Fortress,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Dagger of Venom,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Dazzling Weapon,Weapon,Attunement,"B+4,000 GP",EFotA,,,,,,,,,,,,,,,,,,,,,
Dimensional Shackles,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Dragon Slayer,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Elixir of Health,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Elven Chain,Armor,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Enspelled Armor,Armor,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Enspelled Staff,Staff,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Enspelled Weapon,Weapon,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Figurine of Wondrous Power,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Flame Tongue,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Folding Boat,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Fork of Eddy Summoning,Wondrous Item,-,"4,000 GP",NF,,,,,,,,,,,,,,,,,,,,,
Gem of Seeing,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Giant Slayer,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Glamoured Studded Leather,Armor,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Harper Pin,Wondrous Item,Attunement,Varies,FRAiF,,,,,,,,,,,,,,,,,,,,,
Helm of the Sentinel,Wondrous Item,Attunement,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Helm of Teleportation,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Heward's Handy Haversack,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Horn of Blasting,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Horn of Valhalla,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Horseshoes of Speed,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Houseward,Wondrous Item,-,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Instrument of the Bards,Wondrous Item,Attunement,Varies,FRAiF,,,,,,,,,,,,,,,,,,,,,
Ioun Stone,Wondrous Item,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Iron Bands of Bilarro,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Keeper's Fand,Weapin,,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Mace of Disruption,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Mace of Smiting,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Mace of Terror,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Magen Handbell,Wondrous Item,-,"4,000 GP",NF,,,,,,,,,,,,,,,,,,,,,
Manor Key,Wondrous Item,Attunement,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Mantle of Spell Resistance,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Mechanical Wonder,Wondrous Item,-,Varies,FRHoF,,,,,,,,,,,,,,,,,,,,,
Mythallar Cloak,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Necklace of Fireballs,Wondrous Item,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Necklace of Prayer Beads,Wondrous Item,Attunement,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Oil of Etherealness,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Periapt of Proof against Poison,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Portable Hole,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Clairvoyance,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Diminution,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Gaseous Form,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Giant Strength,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Healing,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Heroism,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Invisibility,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Invulnerability,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Mind Reading,Potion,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Quaal's Feather Token,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Resistance Breaker,Weapon,,"B+4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Ring of Animal Influence,Ring,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Evasion,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Feather Falling,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Free Action,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Protection,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Resistance,Ring,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Spell Storing,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of the Ram,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Ring of X-ray Vision,Ring,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Robe of Eyes,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of Rulership,Rod,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of the Pact Keeper,Rod,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Rope of Entanglement,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Rod of WIld Dominion,Rod,-,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Scroll of Protection,Scroll,-,"2,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Shadow Sibling,Wondrous Item,Attunement,"4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Shield,Armor,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Shield of Missile Attraction,Armor,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Silent Weapon,Weapon,-,"B+4,000 GP",EB,,,,,,,,,,,,,,,,,,,,,
Spell Scroll,Scroll,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Charming,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Healing,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Swarming Insects,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of the Woodlands,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Staff of Withering,Staff,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Stone of Controlling Earth Elementals,Wondrous Item,-,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sun Blade,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sword of Life Stealing,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Sword of Wounding,Weapon,Attunement,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Tentacle Rod,Rod,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Tools of the Master,Wondrous Item,Attunement,"B+4,000 GP",Eb,,,,,,,,,,,,,,,,,,,,,
Vicious Weapon,Weapon,-,"B+4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Binding,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Enemy Detection,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Fear,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Fireballs,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Lightning Bolts,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Paralysis,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wand of the War Mage,Wand,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Wonder,Wand,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Weapon,Weapon,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Windskiff,Wondrous Item,-,"4,000 GP",FRHoF,,,,,,,,,,,,,,,,,,,,,
Wings of Flying,Wondrous Item,Attunement,"4,000 GP",DMG,,,,,,,,,,,,,,,,,,,,,
Wraps of Unarmed Power,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Moonswaddled Armor,Armor (any light armor),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Poison Dart Armor of Amphibios,Armor (any light armor),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Protector's Armor,"Armor (any medium or heavy armor, but not hide)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Armor,Armor (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Breastplate of the Morning Light,Armor (breastplate),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Daedalus Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scorned Heart Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Shellguard Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiritwalker Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Time Warden Armor,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Verdant Breastplate,Armor (breastplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bastion Chain,Armor (chain mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Chain Acolyte Robes,Armor (chain mail),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Lionguard Chain,Armor (chain shirt or chain mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Druidic Chain,Armor (chain shirt),"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Windswept Wyvernplate,Armor (halfplate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warden's Armor,"Armor (heavy, but not plate)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fused Chimeric Hide,Armor (hide),"Yes-Barbarian, Druid",,GSB,,,,,,,,,,,,,,,,,,,,,
Captain's Pride,Armor (leather or studded leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Myceliaweave Armor,"Armor (leather, studded leather, or hide)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Acrid Wetsuit,Armor (leather),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mistwalker Armor,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Deer Hunters Armor,Armor (light),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavy Golem Armor,Armor (plate),Yes-Small Humanoid,,GSB,,,,,,,,,,,,,,,,,,,,,
Nightstalker Armor of the Northeastern Wind,Armor (plate),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Vainglorious Armor,Armor (ring mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Scales,Armor (scale mail),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Elder Sequoia Scale Mail,Armor (scale mail),Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
